,Unnamed: 0,comment
2827,2827,Cawe-cawe Mulyono udah gak laku lagi disini...
2828,2828,"Mantan itu identik ""barang bekas""... dia akan menjadi penghalang/ penghambat masa depanmu.!!!"
2829,2829,Trima kasih infonya bocor Alus jd makin yakin dan  mantab plh Andika Hendi utk JATENG 💪🔥
2830,2830,Tumbakan di mana pum yang di dukung jokowi
2831,2831,Jokowi bukan hanya musuh PDIP dan Anies akan tetapi musuh sebagian rakyat Indonesia
2832,2832,Joko ingin jegal lawan2 fufufafa saat capres
2833,2833,KALAHKAN DNA MULYONO DI PERPOLITIKAN INDONESIA
2834,2834,"Dulu tenggelamkan PDI-P.
Sekarang tenggelamkan PKS juga"
2835,2835,Ujung2nya dkungan Anies demi dpt pnggung utk 2029....
2836,2836,"Maka dari itu...
Klo kalian RAKYAT Cerdas dan dapat melihat segala konspirasi ini maka lihat lah perbincangan ini.

Pertanyaan nya adalah...
Sudah betul kah kondisi spt ini ???
Pemilihan sudah di ""SETIR "" Oleh ""PARTAI POLITIK""..??? 
Yang penuh dengan intrik di isi oleh segala Macam cara untuk menuju kata "" MENANG"" !!!  bukan dengan  "" KEMENANGAN ATAS NAMA RAKYAT"" yang dari kemurnian keinginan rakyat untuk memilih pemimpin keinginan rakyatnya.

Bukan kah ini  keinginan ""PARTAI"" pengusung nya ???? Yakni ""HARUS MENANG""  !!!!  Adalah keinginan  ""PARTAI"" Bukan keinginan ""RAKYATNYA"" !!!

Ayo !!!
Sadarlah RAKYAT yang Crdas !!!

Apakah Anda ingin Partai yg memimpin...!!!???  Bukan manusia itu sendiri yg memimpin !!!


kalian menggaji 1 org (pemimpin) lebih baik dari pada membayar banyak org dalam (1 partai) lebih lagi Koalisi...😂😂😂
(Itu sih gambaran nya)"
2837,2837,Pepatah JAWA WONG NGALAH LUHUR WEKASANE....JATENG 01 PERKASA. . ❤
2838,2838,"Ya alloh...
Sebegitu tamak atau rakusnya si mulyono....
Semoga cepat sadar si mulyono dgn kelakuan skrg..."
2839,2839,"Yakin 2029 BUMEG,,masih SEHAT kalo gak mau dibilang masih HIDUP😅😅😅😅"
2840,2840,jaksel total prano..
2841,2841,"Parcok partai coklat, yang baru baru ini salah satunya menembak sesamanya 😂😂😂"
2842,2842,Yang slu sy tunggu pembicaraan mrka. @tempo 🫡
2843,2843,Jawa timur dibahas min
2844,2844,Mbak risma.... Gus hans
2845,2845,Andika-Anies 2029?
2846,2846,Buset dah parcok ...
2847,2847,Mas pramono.... Bang dul
2848,2848,Yg di dukung moelyono bikin nyungsep
2849,2849,Politik itu kalau kepentingan nya sama ga peduli beda ideologi atau yg lainnya.
2850,2850,"33:09 ""ok alhamdulillah "" 😮🤣🤣🤣🤣🤣🤣 terwakili isi hatiku"
2851,2851,"Gimana pengembalian modalnya kalau logistik 150 miliar dengan gaji gubernur seperti sekarang kalau ga korupsi? Gila cost politik di indonesia, emang sistemnya sudah bobrok menghasilkan orang2 yg bobrok"
2852,2852,Melihat video ini kita rakyat jadi makin mantap pilih calon² kepala daerah di luwar kimplus plus.
2853,2853,Golkar Dinasti joko sembrono dan parcok adalah rezim kuning berikut yg bisa mengancam rezim nyata prabowo.
2854,2854,Parcok ini terlalu jauh dijadikan alat politik. Makanya jadikan 1 saja dlm 1 komando seperti dulu
2855,2855,parcok makin kacau
2856,2856,Sepertinya hanya dukungan Anies yg masih mendapat tempat di hati masyarakat. Yg Laen banyak bohongnya.mmm
2857,2857,Jabar we anu adem mah KDM tak terbendung.
2858,2858,"Pak Luhut aja yg dulu orang dekat Pak jokowi , sekarang dukung Mas Pramono"
2859,2859,"Ada duit, saya pilih, ga ada duit saya golput..."
2860,2860,"Hari ini ridho pawai akbar dan abang saya kasih 100rb untuk pilih rk, saya tolak no way saya tetap pilih pramdoel, suara saya tidak di jual untuk sengsara dalam 5 th ke depan, suara saya buat orang yg bukan kim+, hati2 serangan fajar klo mau terima serangan fajar silahkan tapi jangan pilih orangnya😂"
2861,2861,Ada iklannya beliau di bocor alus
2862,2862,Tenggelamkan Mulyono
2863,2863,"Negara ini sdh rusak di bikin mulyono. Gilaa...ini negara. Masa bisa pejabat presiden mendukung calon tertentu secara terang terangan ,jadi peesepsi  rakyat jadi presiden hanya utk partai dan kelompok tertentu.
Sampai kapan pun indonesia susah majunya.karena rakyat tidak dibuat bersatu.
Tapi semua ini di mulai mulyono yg gila jabatan."
2864,2864,JATENG  TETAP  ANDIKA DAN HENDI  JATENG  PERKASA.
2865,2865,"3:30 RK disuruh PINDAH ke JKT biar KALAH.
Jadi GAK ADA lagi lawan FUFUFAFA dan BOWO saat PILPRES 2029.
Gue ngelihat itu sebagai JEBAKAN tuk RK.
😂😂😂"
2866,2866,BOCOR ALUS   MEMIHAK   KEPADA   KEDAULATAN RAKYAT    JEPASA  KEBENARAN   YG DEMOKRATIS   TR  KS BOCOR ALIS    I LOVE  YOU
2867,2867,"Saya akan pilih gubernur yg bersinergi bagus dng pemerintah pusat.
Saya harap sdh pd faham manfaatnya."
2868,2868,"Sayang suara tempo ini jarang didengar oleh rakyat2 kecil... Jadi pengetahuan mereka tentang mulyono kurang. Yg penting BLT, bansos . . . Dll"
2869,2869,43:21 kasihan deh yg ngga milih gubernur...
2870,2870,"Semoga partai kim +sadar sesadar sadar nya, dan mandiri tanpa takut dgn pak jokowi"
2871,2871,"TERIMAKASIH ""BOCOR ALUS POLITIK"""
2872,2872,"banyak di Tolak😂 banyak yg sakit hati dengan twet lama😂 ada pula dari suporter yg merasa dihina😂 dan ternyata didapur pun kurang ngebul😂
yg dipertanyakan nanti kalo menang😂
untung nye untuk kali ini gue belom tau bahkan gamau tau😁😁 jadi hanya menikmati berita"" yg ada dan perang netizen di kolom komentar😂😂😂😂"
2873,2873,"Sebagai orang awam sy jg punya prinsip mirip dg Mas Pram. Di mana Jokowi memihak, kita hrs memilih lawannya. Sy tetap bangga memilih pasangan Ganjar-Mahfud krn sy tdk rela mendukung orang² yg merusak demokrasi dan nilai² keadaban."
2874,2874,Dukung Vicky - Wendy untuk pemalang🎉
2875,2875,Edassss... Jokowi musuh bersama... 😅
2876,2876,Kalau pak wowo sdh memohon2 dan kalau hasilnya kalah apa ga kelimpungan itu pimpinan parcok? Bakalan ada mutasi besar2an 😂😅
2877,2877,Weleh luthfi gigi nha copot ..lagi debat ...kaya pelawak aja
2878,2878,Hari br we sejam tempo cerita..gila hampir 70rb yg nonton.. keren pencerahannya Tempo.. keren tempo terbaik
2879,2879,"Tempo, bahas dong Tukin Dosen yg belum terbayarkan sejak 2020"
2880,2880,Pram:ahlhamdulillah😂😂😂😂😂
2881,2881,Mantan yg haus kekuasaan
2882,2882,"AYO JAKARTA COBLOS PRAM,JATENG COBLOS PERKASA."
2883,2883,si Mulyono pusing PDIP x Anies x Ahok.
2884,2884,Kembali ke TNI maju majulah menang. Tentara rakyat dan pembela negara bangsa.
2885,2885,"Pada tersandra ya ? kok pada takut pemimpin partai!

Harusnya kasus ya dibalas bongkar kasus, gak usah takut,"
2886,2886,"HEBAT TIM BOCOR ALUS....
MEMANG BENER ""MANTAN ADALAH MAUT"".....
HAYYOOO WARGA JAKARTA PILIH PRAM N RANO..
HAYYOOO WARGA JATENG PILIH ANDIKA N HENDI...

TETAPKAN PILIHAN... SINGKIRKAN MANTAN..."
2887,2887,Waaah......gawat klo polisi  sudah main politik praktis harusnya aparat polisi netral.....pa Prabowo dan Kapolri harusnya bertindak tegas dooonk
2888,2888,Media PDI 😂
2889,2889,Saya pribadi tidak akan memilih calon yg diendorse oleh mulyono di daerah saya. Selain itu dilihat dari prestasinya calon yg satunya juauuuuuuh banget berprestasinya. Jadi saya dengan sukarela memilih beliau
2890,2890,MANTAN PRESIDEN JOKOWI SDH TDK LAKU LAGI......karena karena
2891,2891,Tenggelamkan yg didukung mulyono si perusak demokrasi..
2892,2892,SBG warga Jateng..saya pilih ANDIKA - HENDI ❤❤
2893,2893,"Sebaiknya warga jakarta jgn terpancing drama² RK VS PA utk mendapat simpati dr warga DKI dgn narasi yg dibuat bersama Megawati-Plongo-Oligarki.
Jangan mau kita kembali dibodohi dan disesatkan  seperti 2014."
2894,2894,"Seperti nya istilah parpol lebih kena deh, dari pada parcok😂"
2895,2895,"Ridwan Kamil calon yg tau enaknya saja pemimpin tidak siap untuk bekerja buat warga jakarta, prediksi sy benar knpa Jokowi turun krna dia msih punya ambisi buat kepentingan anaknya 2029"
2896,2896,"PARCOK....😂😂
MAU DI BILANG OKNUM, TAPI KOK HAMPIR SEMUA..
SANGAT MENJIJIKAN"
2897,2897,Lawan jokowi dukung pak andika mas Hendi dan mas pram dan bang Doel
2898,2898,Ini lh realita politik di Indonesia betul² keras...kalau gak ada orang dlm sama sumber² logistik gak usah nyalon lh percuma
2899,2899,Bocor Alus canggih banget sih infomasi intelejennya Ring 1. WikiLeaks Indonesia 😁
2900,2900,"Dari smua ulasan semoga  pram an rano juaranya..
Tinggalkan rk"
2901,2901,"Ini (ORANG...)
klo d sebut trs namax kyk jimat dn klo g di sebut ngjelimet.. bingung..bingung....😂😂😂😂"
2902,2902,"Andhika - Rano
Rano - Andhika
Alternative ciamik 2029"
2903,2903,Kalau p anies di dukung pdip beliau akan kehilangan pendukungnya dari para ulama dan umat islam
2904,2904,"Parmono Jakarta
Andika Jateng
Risma Jatim"
2905,2905,"seharusnya jokowi duduk manis, menikmati pensiun, jadi Bpk bangsa. mengayomi seluruh warga Indonesia.. kalau cawe cawe jokowi memecah belah rakyat Indonesia.. jokowi pernah berkata ke oneng (ibu Rike Dyah pitaloka) bahwa ideologis tidak penting. yg penting berkuasa. pantas jokowi tidak peduli bgmn ridwan kamil juga di dukung oleh FPI, prabowo mengangkat haikal hasan,"
2906,2906,"Dijakarta jokowi sekarang sudah tidak di anggap apa-apa gak ada pengaruh sama sekali , orang lebih simpati pada anis dan Ahok daripada jokowi....!!."
2907,2907,Andika..... Andika.... Andika...
2908,2908,hari libur kita tdk punya presiden. kata kpu
2909,2909,PILKADA TANPA BANTENG SUDAH BUKAN RAHASIA UMUM... KARNA JOKOWI ADALAH KING OF INDONESIA...
2910,2910,"Kapan jokowi dan fpi bisa satu panggung,kan sama.sama dukung RK"
2911,2911,"Tugas RK Hanya Menjegal Anies
Tetep Pram yang jadi kuda perang jokowi"
2912,2912,Wereng Coklat hama petani dan Masyarakat.
2913,2913,PARCOK....PARTAI BARU YA...
2914,2914,Jokowi rakus kekuasaan anak mantu sodara semua di kasih jabatan😂 kira2 2029 gibran nyapres ga ya apakah nanti jdi rival pa wowo
2915,2915,Di daerah manapun jgn pilih yg di dukung Mulyono. Semoga di Medan jg kalah. Bisa bahaya utk bangsa dan negeri ini jika ada satupun kelg mulyono
2916,2916,Rakyat Jateng akan pilih Rambo drpda Sambo..
2917,2917,"Orang tdk sekolahan juga sdh mulai paham bahwa si mulyono bermanuver di jakarta dan jateng untuk kepentingan si fufufafa di pilpres 2029.
Satu kata untuk tdk memilih calon yang didukung si mulyono."
2918,2918,Selalu kutunggu berita terpercaya ini❤
2919,2919,Parcok = polisi
2920,2920,"Pram-dul MENYALA 🔥
Andika-Hendi PERKASA 💪👍"
2921,2921,Keluarga ini emang haus kekuasaan. Citra sederhana dan merakyat hanya topeng belaka. Dan ternyata etika Prabowo lebih baik dari sang mantan maut. Dan Sya brharap Pak Prabowo untuk jaga jarak dngan keluarga ini. Bisa2 beliau terkontaminasi.
2922,2922,Exactly....mantan adalah maut...buat apa milih titipan si mantan...👍👍
2923,2923,Ngalu mulu ni tempo...😂
2924,2924,Saat ini Pram & Andika lebih logis
2925,2925,Bener2 gila ya sampe minta 58 % menang
2926,2926,Pilihan Molyono harus dikalahkan
2927,2927,Semangat trus bocor alus..bongkar cawe2
2928,2928,"Politik itu menjijikkan, apapun akan di laku kan demi menang, semua sama saja"
2929,2929,"Mana ini pendukungnya lutfi,gk ada yg nonggol"
2930,2930,Jolowi elalu ingin jadi pelhatian
2931,2931,TEMPO❤
2932,2932,"LAWAN JOKOWI, LAWAN KELUARGANYA, LAWAN CALON YANG DIDUKUNGNYA, LAWAN PARCOK! 

MERDEKA!!!"
2933,2933,"Seru nih adu strategi nya😂😂,"
2934,2934,"Relawan RK hari ini melalui Ibu2 PKk RT sedang bagi2 minyak merk tawon dan brosur2 RK, kalau perlu ada buktinya. Untuk wilayah pondok Ranggon/Cipayung."
2935,2935,Bahas yg di jatim dong
2936,2936,"Polisi harusnya netral , mulyono dah habis..saran buat pak prabowo..cpt copot kapolri ini duri bagi pemerintahannya.."
2937,2937,"Rakyat sudah mulai cerdas, Jokowi sudah ditinggalkan , itu tandanya Jokowi sudah tidak ada powernya lagi.apalagi seandainya nanti Gibran mencalonkan jadi Presiden sudah pasti rakyat tidak akan memilih fufu Fafa.
Rakyat pasti memilih org yg berkualitas dan rekam jejak yg baik"
2938,2938,si samsul ingin jadi presiden di tahun 2029? beli cermin dulu saja ya..
2939,2939,Tempo csan sm pdip
2940,2940,Memuakan muliono ini🥱
2941,2941,Diberi panggung... kemudian di Prank lagi...  tega banget.
2942,2942,Hidoppppp  Pramono dan Rano karno  semoga Allah melancarkan cita² nya bisa menjabat di Jkt Aminnn🤲🤲🤲
2943,2943,Dukungan Pak Anies sangat signifikan 👍👍👍
2944,2944,Hancurkan calon2 yg di cawe2 mulyono... biar melek matanya kalo Rakyat  dah pinter.
2945,2945,"Mantu Andika mantan kepala BIN,, Andika sendiri mantan panglima TNI.. operasi senyap menghadang seragam coklat alias polisi yg beroperasi mendukung Lutfi"
2946,2946,"Setelah AB berhasil dibekukan, Pilkada di jakarta cuma pepesan kosong bikin drama² yg gajelas.narasinya.
Soalnya tujuanya sdh tercapai, PSN PIK2 berjalan sesuai rencana.
Bila AB ikt pilkada DKI dan menjabat sbg gubernur kembali, sdh pasti PSN PIK2 akan ditinjau ulang seperti Pulau Reklamasi."
2947,2947,"Si mantan yang ingin memiliki segalanya...
Mimpi kali ahhhhh"
2948,2948,"𝙎𝙪𝙙𝙖𝙝 𝙢𝙖𝙡𝙖𝙨 𝙮𝙜 𝙗𝙖𝙪2 𝙢𝙪𝙡𝙮𝙤𝙣𝙤, 𝙖𝙥𝙖𝙡𝙖𝙜𝙞 𝙗𝙖𝙪2 𝙥𝙪𝙥𝙪𝙥𝙖𝙥𝙖 😁"
2949,2949,RK emang licik setelah menang dijabar  lupa ma partai yang dukung
2950,2950,Cara mudah menghentikan manuver Jokowi adalah Megawati harus mau menurunkan egonya untuk bertemu dengan Prabowo
2951,2951,Kedaulatan di tangan rakyat...yg memilih rakyat...itu yg saya tau...
2952,2952,Belum 100 hari kualitas sang Jendral makin terang benderang... 😅😅😅
2953,2953,Saya warga klaten siap coblos andika rambo perkasa
2954,2954,👍👍
2955,2955,Seruuuu...tempo🥰
2956,2956,Klu msh pilih yg didukung wiwi mahhh.... Keterlaluan buka mata n telinga jgn sampe Dinasti merajalela. Parahhhhhhhhh 🤦‍♀️🤦‍♀️🤦‍♀️
2957,2957,ParCok di 2029 pasti ikutan cawe2..
2958,2958,"Siapa yang setuju pengaruh jokowi makin pudar😂😂😂.
Like nya mana"
2959,2959,Sehat2 nggeh tim bocor alus🎉
2960,2960,Mata2 bocor alus lebih jago kayaknya ketimbang intelnya presiden dan jokowi
2961,2961,"Ayo pdip calonkan anies dipilpres 2029,sudah gua duga knpa anies dkung prmono"
2962,2962,"Pantesaaan, Tom Lembong diamputasi."
2963,2963,"Jokowi mati-matian untuk Sumut dan Jateng. Kalo Jakarta RK ataupun Pram yg menang, Jokowi sama-sama masih punya kaki. Tapi calon satunya agak laen, kasihan warga Jakarta 😂"
2964,2964,Emang paling seru nonton bocor alus tempo 😅
2965,2965,"eaa,, seru nih "
2966,2966,Linghas = giras .... susah ditangkap ....
2967,2967,Yg ngeriii mulyono pakai pasukan coklat dia untuk intimidasi para kades 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️
2968,2968,Jangan pilih RK UNTUK PILGUB Mulyono dan buzzer
2969,2969,"Bukannya dah di antar ke solo pakai pesawat dan di kawal pesawat tempur ni mulyono ngabis""in angaran aja"
2970,2970,Ajang pertarungan Anies Jokowi di jakarta
2971,2971,"Mantap bocor alusss,,,tetap setia dan banyak di tunggu pembaca❤❤❤"
2972,2972,Geli bngt dengarnya ngomong parcok sambil ketawa 😂hanya yg tw az ini parcok...
2973,2973,Kok ya bisa2nya ya Tempo jd pemberita yg subyektif dan dan krn sdh nyaman maka makin menjadi2?
2974,2974,😂 parcok
2975,2975,TEGA YA MULYONO DEMI MENYINGKIRKAN ANIES SAMPAI TOM LEMBONG DIKORBANIN
2976,2976,Jateng milik tentara..bkn  parcox
2977,2977,Selama tidak bagi2 bansos tidak akan banyak pengaruhnya sang mantan
2978,2978,KIM PRETT
2979,2979,Sudah diduga bahwa joko sembrono itu tak perlu ideologi yang perlu kelicikan dan kengusrukan dlm politik. Ya itulah maka tidak perlu pandai sekolah yg pinter licik .
2980,2980,Kata wowo duduk di podcast omon omon tapi benar terjadi 😂😂
2981,2981,ABM: Asal Bukan Mulyono. 😂 Menyala AbangQ 🔥🔥🔥
2982,2982,02 mantappp
2983,2983,Masih terus cawe cawe ternyata untuk planning 2029 demi kepentingan keluarga nya
2984,2984,Jangan gubris lagi jokowi
2985,2985,Ahok mulutnya diziip oleh Megawati😄😄😄
2986,2986,tom lembong episode dong
2987,2987,hancur lagi bersama abah...
2988,2988,Jakarta pnuh kejutan yg mnang yg ga ad partai😂😂...
2989,2989,Masyarakat Jateng sdh cerdas gak mau pilih paslon yg didukung raja judol.
2990,2990,Jkw sein kiri eh belok kanan.... dasar penipu.
2991,2991,Molyone g bs tdur nyenyak di solo
2992,2992,"Bukannya Adian Napitupulu bilang sesudah Pak Jokowi selesai, Pak Jokowi ga ada power lagi dan bukan siapa siapa.... 
Trus kenapa PDI-P sama Bocor Alus (Tempo) sampe kebakaran jenggot gini yah? 
Kan sekarang Pak Jokowi sudah jadi ralyat biasa. Yah, wajar dong mau dukung siapa. 😅

Kalo ga ada apa apanya lagi, ngapain panik dan kebakaran jenggot? sampe bikin podcast kaya gini sampe di banyak channel... 😅

And gw sih liatnya lucu aja. Sekarang akur sama Anis trus diangkat angkat-angkat dech si Anis padahal kemaren tau sendiri saling serang kaya gimana. 😅

Gw sih curiga, karena pdip tau Prabowo- Gibran bakal 2 periode dan jagoan mereka (ganjar) ga bisa diharapkan. 
Karena ga punya kader yg mumpuni buat gantiin ganjar buat 2029 nanti. 
Bisa jadi ini tanda tanda PDI-P- Anies buat 2029.
Makanya dari sekarang udah mulai ngebelain Anies 😂😂😂."
2993,2993,POLITIK TENTANG KEKUASAAN DAN PERENCANAAN PERAMPOKAN APBN-APBD JUNTO SDA.
2994,2994,"coy masa jateng milih polisi njirrr
dijateng skh sendiri spanduk pak andika dibalik ma oknum jadi dari jalan warnanya putih doang xD"
2995,2995,Tumbangkan yng dudukung orang rakuuuuus
2996,2996,Klo pmikiran org yg waras ya spt tempo ngapain milih calon pemimpin yg di endorse mntan yg tkg ngajaki uu dan sdh tdk mnjbat.
2997,2997,KLO dua putaran sesuai harapan Jokowi mungkin bansos keburu turun broooo tp jw tengah walau bansos di larang turun  dr tim  Lutfi dah turunkan sembako
2998,2998,"Para pemuja mulyono tolong melek jokowi sibuk kampanye lobi sana sini bukan untuk kemajuan bangsa dan kesejahteraan rakyat tapi untuk memuluskan jalan keluarganya tetap menjadi pejabat, targetnya gibran presiden kaesang mentri boby gubernur next cucu2nya jg bakal didorong"
2999,2999,Parcok 👀
3000,3000,jakarta adalah maestro catur
3001,3001,tempe gak bisa move on dr jokowi....🤣
3002,3002,Banyak orang pintar di nusantara ini kenapa masih mengandalkan simuliono karena simuliono maruk / rakus tenggelamkan yang di dukung simuliono.di jawatengah medan / Sumut dan jakarta .soalnya simuliono ini lampu senya terbalik
3003,3003,"Ya itulah dasar orang jahat,sampai mati pon tetap jahat ,siapa itu.........?"
3004,3004,Jakarta mas pram jsteng andika .. lawan yg didukung mulyono krn.kepentingan keluarga dia
3005,3005,"PENGHAMBA MULYONO SHOCK DENGAN PEMAPARAN DARI TEMPO



TEMPO MEMANG THE BEST...."
3006,3006,Salam Akal Sehat
3007,3007,Dukungan apakah menjadi  anugerah atau musibah???
3008,3008,Mantan adalah racun😂😂😂
3009,3009,"Hasil pelanggaran etika berat mana ngarti soal etika, yg mereka ngerti gmn enak buat mereka aja bos..😀"
3010,3010,Wehh jadi penasaran sama tim nya pak Andika 😃😃
3011,3011,Panjang umur keadilan
3012,3012,Miturut sy kl dua  x keburu bansos turun brooooo gua tau polotik mulyono
3013,3013,Tempo membawa informasi yang paling valid.
3014,3014,Saya percaya Visi Misi dan Keikhlasannya Bu Risma...❤
3015,3015,"Dengan tidak memilih siapa pun paslon yang di endors  klan si Mul di seluruh wilayah negeri ini (DKJ, JATENG  JATIM, SUMUT dan mana pun) sedikit banyak kita sudah memperbaiki kerusakan di negeri ini untuk masa depan yang lebih penuh harapan. 

Sepakat dengan sikap TEMPO, please untuk semua pejabat, terutama Presiden, please jangan mendukung paslon mana pun meski itu dari partai bapak, come on Pak, berikan ""udara"" yang kondusif untuk demokrasi berjalan waras."
3016,3016,Undang bung Rocky Gerung
3017,3017,"chica cantiiiik fokus antingnya, semenyala mas pram bang dul"
3018,3018,Yg di cari bpk itu apa yaa...bukan nya sudah dpt segalanya 😮
3019,3019,Prabowo sangat ksatria... menang  atau kalah dia tetap punya jiwa patriotisme yang tinggi
3020,3020,Ajang laga rame-rame gebukin jokowi 💪
3021,3021,"Insyaallah RK - Suswono menang, tanpa embel- embel mulyono, mulyono membawa nilai negatif buat RK, justru pramono antek jokowi."
3022,3022,"Heran kok Partai"" masih mau diatur atur oleh Raja Jawa Mulyono yg sudah pensiun....
Mulyono Pensiunan rasa Presiden.....
Apa karena mereka takut dikasuskan...???"
3023,3023,;
3024,3024,yg baju merahh istri Q tercinta semngat ya ndaa
3025,3025,Bahasa coklat dan hijau sama seperti bu conny
3026,3026,Mamam mantan
3027,3027,"salut dgn podcast2 yg menyuarakan konspirasi Jokowi Cs, Tempo Bocor Alus, Akbar Faisal, RG, DS dll, sehingga banyak rakyat yg buta hati mulai pelan2 tercerahkan"
3028,3028,Rakyat masih sangat cinta TNI. Dan mendukung penuh jenderal Andika perkass
3029,3029,Bocah ngarit ikut dukung andika hendi
3030,3030,Terus bocorkan rencana jahat mereka ❤❤❤ merdeka berdemokrasi
3031,3031,"GW PLG SUKA KOMENTAR SI ERWAN DI 14.21 :
...... "" ADDUUUHHH FUFUFAFAAAA ""...........
😂😂😂👍👍"
3032,3032,"Mantap Tempo, suarakan trus kebenaran"
3033,3033,"Pokoknya tumbangkan yg di usung jokowi, kalau tdk negara akan makin hancur"
3034,3034,Andika yees .. ojo milih fukungan  Jokowi yg rakus  tengoklah kebelakang
3035,3035,Jateng pilih rambo bukan sambo.
3036,3036,Siap ikuti  Pak Anies🎉🎉🎉
3037,3037,Buka mata buka hati yg selama ini cuma nyogok dengan bansos hanya membodohi untuk kepentingan keluarga nya semata 😢😢
3038,3038,"😂gw ga yakin kok Pram sama Doel menang? Emang nih pilkada bakalan jujur😂? Dulu pilpres juga kita dah yakin Anies bakalan menang, ehhhh.......kita tau lah pemilu sekarang brutal banget kecurangannya"
3039,3039,Udah kyk the Godfather..film..mafioso..Sicilia..wi.wi...😂
3040,3040,"Apalah yg istimewa dari jokowi gak ada selain nambah hutang negara ujung 2 gara2 dia pajak naik 12℅, yg susah bukan dia kita yg pas2 ini yg menanggung nya"
3041,3041,Wes kudu cerdas memilih..jgn yg maruk kekuasaan...
3042,3042,13:21 Lingas = Susah ditangkap
3043,3043,Milih jadi antitesis? 😱
3044,3044,Mas pram rambutnya dikuncir biar menantang cocok dgn bocor alus
3045,3045,"😅😅😅, Apa pun itu yg disebut cawe2, namun pada akhirnya intervensi Ilahi yang paling menentukan pemimpin yang akan terpilih. Semoga TUHAN campur tangan utk proses pilkada yg jurdil nanti... Amin!!! 😇😇😇🙏🙏🙏"
3046,3046,Jok jok jadi orang kok serakah
3047,3047,Udah liat aje ntr yg menang nanti g ush bct
3048,3048,"BOCOR ALUS, MENCERDASKAN KEHIDUPAN BANGSA❤👍🥇🏆"
3049,3049,Sejarah memcatat mantan presiden yg tidak punya rasa malu dan ga punya harga diri ya ini.rai gedek
3050,3050,Jokowi ini mrasa indonesia punya dia sndiri n kluargany
3051,3051,Kita smw rakyat sdh cerdas dgn pengalaman pilpres tg 27 nop coblos Andika mantan panglima tni mk Jateng  bs aman dan bebas pungli
3052,3052,Jokowi penjahat klas kakap
3053,3053,"Mas Pram keren rambutnya, diblow yaa? Heheheh"
3054,3054,"Pemenang pilkada 
Banten = bu Airin - pak Ade
DKJ = pak Pramono - bang Rano
Jabar = KDM 
Jateng = pak Andhika
Jatim = bu Risma.

Deal yang fair, pemenang adalah orang2 yang tidak berambisi untuk 2029, jadi pak Prabowo tenang bekerja untuk kejayaan Indonesia!"
3055,3055,Bravo andika hendy
3056,3056,Masyarakat banyak yg udah pada sepakat paslon pilkada baik pilgub maupun pilbup yg di dukung mulyono siap di tinggalkan.
3057,3057,"Pati Jawa Tengah hadir
Andika perkasa TNI❤
Gubernur Jawa Tengah
Rambo vs sambo"
3058,3058,"Jkt ..pram...dull ..jateng. Andika cs jatim  Bu Risma.,"
3059,3059,Semakin dalam Mulyono  cawe cawe di Pilkada kali ini.. semakin rakyat muak sama cara politiknya beliau... Semoga rakyat Indonesia semakin kompak untuk tidak membiarkan Mulyono cawe cawe dgn cara tidak memilih  calon yg Mulyono endorse.... Biar Mulyono kapok 🤣🤣🤣
3060,3060,"Apa yang dilakukan Mukidi sampai rela mendegradasi dirinya sebagai satu-satunya pejabat dan mantan yang paling sibuk endorse sana-sini, bukanlah untuk kemaslahatan orang banyak, melainkan untuk keluarga dan kroninya tiap 5 tahun sejak 2024 ini. Tenggelamkan semua calon yang didukung orang Oslo ini"
3061,3061,Jokowi !...perlu dikasihani dari presiden dua kali koq mau-maunya  sekarang jadi jualan obat...pak..pak.turun drajat apa nggak malu.
3062,3062,Mantaaap GASPOL SEMBELIH BANTENG
3063,3063,"jokowi vs anies,, pemenang vs pecundang"
3064,3064,"Pramono orang Jawa, dia belasan tahun di pusat kekuasaan. Ketika dia bilang punya ""hubungan sangat baik"" dengan semua ketum parpol, dalam komunikasi politik jawa itu bisa diterjemahkan: I know what they did last summer. Ditambah lagi, ""Selama ini saya diam, menghindari publikasi."" Waduh, pantaslah mesin2 dimatikan 🤣🤣😮"
3065,3065,Lawan Parcok mereka dibayar rakyat kok bela mantan ngak boleh dong
3066,3066,Bocor alus top markotop
3067,3067,Rakyat MELAWAN RK proxy Mulyono.....🎉🎉🎉
3068,3068,"Andika mantan panglima, jejaring senyap dia pasti luas... Apalagi sosok mertua Hendro yg masih punya jejaring BIN."
3069,3069,Qiwi.luat biasa bngt licik ny
3070,3070,"Gak perlu dibocorkan semua, saya tetap akan menenggelamkan mulyono dan calon²nya. Mulyono sipil aja masih belagu amat."
3071,3071,Mantan yg GK punya harga Diri..hadew
3072,3072,Semoga yg curang kejurang.  Yg ga curang yg menang pilgub❤
3073,3073,Udh ngajuin proposal belum?
3074,3074,"ASTIDIMAN... Asal Tidak Didukung Mantan... Itu pilihanku !!! Yg ikut angkat tangan, please 🙂"
3075,3075,"Licik ya Mulyono yang TDK ada bndingnya,TPI. Yah gak pa2 Jateng tetap perkasa bersama andika.pati hadir."
3076,3076,Taz yasin... calonkan DPD ngk lulus malah ikut calon wagub.
3077,3077,Betapa buruknya Jokowi
3078,3078,"PAK  ANDIKA  KEREN.
BERGERAK DGN SUNYI SENYAP.

NGAPAIN MINTA  DUKUNGAN DR YG SDH EXPIRE .
YAKNI MHLYONO."
